id	logFC	AveExpr	t	P.Value	adj.P.Val	B
RPS24	0.600516606321829	11.7691656415094	3.8681894589852	0.000289305149723058	0.0106797268949653	0.233243511495163
UCP2	-0.589110886494254	10.2936928490566	-3.81075046591832	0.000347998513136494	0.0122663628899132	0.0643642300341041
CPSF1	-0.71311881609196	9.11925624528302	-3.79978676037494	0.000360432440788323	0.0122713805268149	0.0322914024664787
ARG1	0.747710500000001	6.33022411320755	3.74483300290244	0.000429458547202974	0.0136623682537011	-0.127671134214085
VNN1	0.724833222701148	7.12233956603774	3.64134287544784	0.000595297312174421	0.0165535892413589	-0.425219035343597
COX7C	0.600948814655165	11.0085549245283	3.56092351773267	0.000764788934019254	0.0188827202325735	-0.652987577077259
PASK	-0.58602693390805	7.45553216981132	-3.55493669476362	0.000779097766056999	0.0189944520783865	-0.669820059044918
CD4	-0.588973666666665	7.74433605660377	-3.54280487225243	0.000808879727413947	0.0194180759102502	-0.70387646173694
GEM	0.615369471264369	8.29778226415094	3.48272326799458	0.000973063698173232	0.0217905163874337	-0.871474459787531
INHBB	0.600327557471262	6.76916028301887	3.43900414213384	0.00111195827302881	0.0241057768551896	-0.992300432025731
OLR1	0.643079890804596	7.22349673584906	3.36730232362117	0.00138127981877791	0.0282981567061673	-1.18835587433789
CYP27A1	-0.614822793103453	9.73496552830189	-3.33420139309619	0.00152547792637283	0.0302237727893513	-1.27796466040855
S100A12	0.673708012931033	7.08207081132075	3.32071597059699	0.00158821338761764	0.0309959051658245	-1.31430620329979
CAMP	0.64211002011494	9.17361630188679	3.26312294685252	0.00188462222879534	0.0341413276910933	-1.46842077878357
IER3	0.784818117816091	10.4387976981132	3.07993841082557	0.00321198566447958	0.0472193405111154	-1.94647904954134
RPL39	0.63823484482759	8.71389033962264	3.07794400206208	0.00323037636885777	0.0472193405111154	-1.95157935073075
TGM2	0.891744395114946	8.01284432075472	3.07150881839084	0.00329039005817515	0.0475964485624903	-1.96802034907247
TNFSF14	0.736892172413794	8.2371211509434	3.04306406693646	0.00356836721454399	0.049939693168241	-2.04040444740975
